66008,0.376986917,0.4415443974,0.172735995,252,77,42,100,3D_global
8473,0.2752866348,0.1586612057,0.4724154456,213,16,32,100,3D_global
2561,0.6601419782,0.6819892011,0.4617636201,254,181,79,100,3D_global
3759,0.7470037659,0.6497572117,0.3789516835,254,166,71,100,3D_global
22906,0.3591989188,0.4539634702,0.2398894596,252,104,50,100,3D_global
4928,0.4610232887,0.4906597931,0.362930824,201,8,35,100,3D_global
1994,0.9035133207,0.3611755938,0.7600497225,128,0,38,100,3D_global
8481,0.4064087971,0.4214840476,0.1821549407,212,16,32,100,3D_global
81610,0.4376252889,0.4356397183,0.2591112146,253,114,52,100,3D_global
51361,0.4248075142,0.6714847939,0.3310722209,253,122,55,100,3D_global
221937,0.2421598642,0.1122044434,0.4862234852,233,39,32,100,3D_global
64837,0.1725953223,0.4266645149,0.4389533906,229,30,29,100,3D_global
89953,0.2877684174,0.4373893114,0.274050681,233,39,32,100,3D_global
121441,0.315511082,0.3514048813,0.2192708802,235,43,33,100,3D_global
23095,0.6292241849,0.531988683,0.2512539638,227,26,28,100,3D_global
5565,0.4781064596,0.3823659001,0.4162201091,248,70,40,100,3D_global
5562,0.4921289308,0.4102001118,0.4494041063,168,0,38,100,3D_global
5571,0.4325158185,0.6390966881,0.3731165407,245,64,38,100,3D_global
5347,0.3855648971,0.364466332,0.4454659046,162,0,38,100,3D_global
10651,0.3224916517,0.833149617,0.7025616508,252,104,50,100,3D_global
79649,0.4140818515,0.3971131978,0.1623686095,252,97,47,100,3D_global
55288,0.3145017205,0.7603784516,0.6517686325,252,85,44,100,3D_global
3831,0.4364995502,0.4070015684,0.3275001034,224,24,29,100,3D_global
3800,0.2329163292,0.4391039583,0.3398217286,252,77,42,100,3D_global
3799,0.3221376095,0.4560979983,0.260631514,218,20,30,100,3D_global
3798,0.3284886164,0.4593081319,0.252033536,252,77,42,100,3D_global
131405,0.1361164906,0.3150398448,0.7254497174,254,171,73,100,3D_global
283643,0.3626406047,0.3496601174,0.263712699,253,145,62,100,3D_global
2932,0.5238174493,0.4028468336,0.5193519906,143,0,38,100,3D_global
2931,0.5356880299,0.3887894161,0.4670649452,230,33,30,100,3D_global
84270,0.4111285563,0.7710997359,0.6761590352,254,192,91,100,3D_global
84129,0.346261005,0.404617851,0.4143667951,245,64,38,100,3D_global
26586,0.3815698526,0.4113501755,0.1495801826,239,51,35,100,3D_global
9657,0.6012319336,0.6718116024,0.3614318109,192,2,37,100,3D_global
7514,0.4259936503,0.4654663904,0.5550166043,130,0,38,100,3D_global
23557,0.5314379851,0.5688585077,0.2042842309,240,53,35,100,3D_global
84062,0.4879847947,0.5143157384,0.2249089412,246,66,39,100,3D_global
1559,0.4739944167,0.8390836228,0.3761270984,254,167,71,100,3D_global
5447,0.4532561431,0.8451582914,0.410890245,241,54,36,100,3D_global
11140,0.4834236145,0.556160041,0.3547331403,151,0,38,100,3D_global
140545,0.4748971792,0.7845255754,0.355585559,252,87,44,100,3D_global
9545,0.536905972,0.7370577439,0.2648385896,253,112,52,100,3D_global
22983,0.4767577084,0.787335496,0.3500156116,244,61,37,100,3D_global
6776,0.7518813324,0.403726635,0.6452363159,229,30,29,100,3D_global
10617,0.3427457575,0.6140074216,0.2826366181,243,59,37,100,3D_global
1565,0.4515234734,0.8474527994,0.4027806491,254,227,139,100,3D_global
51295,0.4686247416,0.8194442079,0.4105045911,226,25,28,100,3D_global
1562,0.4967292585,0.7967757123,0.4499328171,254,182,81,100,3D_global
1557,0.4602931771,0.8468069092,0.3968161947,255,229,144,100,3D_global
1576,0.4619959402,0.8502121445,0.4479669288,253,143,61,100,3D_global
976,0.5469568255,0.9536866225,0.6699240763,253,126,56,100,3D_global
10452,0.3175404941,0.8154828187,0.6661267855,244,62,38,100,3D_global
10133,0.5925395188,0.1548361769,0.4484104945,233,38,31,100,3D_global
