732	727
732	733
732	731
732	1191
6772	2534
6772	1457
6772	5970
6772	2100
6772	6047
6772	9759
6772	7297
6772	6777
6772	7415
6772	71
6772	7189
6772	5879
6772	3312
6772	9021
6772	3561
6772	8737
6772	4609
6772	5702
6772	207
6772	6613
6772	8772
6772	6789
6772	4792
6772	6774
6772	5698
6772	3932
6772	3836
6772	1385
6772	10537
6772	2017
6772	5610
6772	3725
6772	3326
6772	5371
6772	100290337
6772	3320
6772	3559
6772	6667
6772	6714
6772	1956
6772	5581
6772	1432
6772	2033
6772	7514
6772	3106
6772	5580
6772	3717
6772	5777
6772	6776
6772	23586
6772	7132
6772	4261
6772	55072
6772	6772
6772	3716
6772	3654
6772	4914
6772	999
6772	821
1191	7124
1191	2885
1191	2100
1191	144100
1191	51061
1191	7917
1191	7428
1191	351
1191	4792
1191	335
1191	3981
1191	4171
1191	1915
1191	26270
1191	4790
1191	2908
1191	1147
1191	7175
1191	2923
1191	1956
1191	7514
1191	821
1191	7048
1191	3500
1191	730
1191	1191
1191	735
1191	55741
3586	386681
3586	388677
3586	101060226
3586	6667
3586	6774
3586	3588
3586	3586
3586	3587
3586	3500
9663	5499
9663	23291
9663	7175
9663	64900
4261	9759
4261	5705
4261	5594
4261	5702
4261	8452
4261	10346
4261	5371
4261	2033
4261	7514
4261	8625
4261	5993
733	29978
733	6455
733	731
733	10427
733	55741
5238	9531
5238	112399
5238	8452
5238	351
5238	4738
5238	4914
5238	216
5238	120892
7157	2885
7157	1457
7157	5970
7157	8878
7157	5966
7157	7185
7157	11277
7157	5705
7157	25
7157	22938
7157	112399
7157	7415
7157	7316
7157	7314
7157	7128
7157	7189
7157	60
7157	5594
7157	834
7157	3312
7157	7917
7157	4609
7157	5702
7157	207
7157	5499
7157	6613
7157	10346
7157	6789
7157	7341
7157	7428
7157	10971
7157	4792
7157	841
7157	472
7157	10542
7157	1385
7157	6118
7157	8651
7157	128866
7157	4000
7157	10537
7157	998
7157	5610
7157	1398
7157	3725
7157	3326
7157	1915
7157	5371
7157	4860
7157	100290337
7157	4738
7157	3320
7157	3551
7157	5591
7157	6667
7157	2908
7157	23291
7157	5578
7157	1147
7157	6714
7157	1956
7157	695
7157	959
7157	5422
7157	5728
7157	1432
7157	83737
7157	2033
7157	1017
7157	58
7157	7514
7157	7157
7157	4067
7157	5336
7157	5580
7157	7334
7157	9730
7157	1994
7157	51547
7157	120892
7157	59
7157	3191
7157	4343
7157	1080
5295	27040
5295	2885
5295	2534
5295	1457
5295	5584
5295	5970
5295	8878
5295	958
5295	25
5295	7297
5295	5293
5295	7316
5295	356
5295	5879
5295	3312
5295	3561
5295	4609
5295	207
5295	8452
5295	4792
5295	6774
5295	3932
5295	7430
5295	8651
5295	5880
5295	4690
5295	7454
5295	998
5295	4851
5295	3716
5295	5295
5295	5335
5295	1956
5295	7048
5295	5336
5295	3717
5295	7094
5295	5728
5295	326
5295	867
5295	1398
5295	1493
5295	5777
5295	4914
5295	6714
5295	695
5295	6667
5295	7175
5295	2033
5295	7535
5295	7132
5295	7412
5295	4790
5295	5580
5295	29851
5295	58
5295	120892
5295	919
5295	355
5295	3916
100	2885
100	144100
100	60
100	4171
100	6667
100	2908
5582	71
5582	60
5582	917
5582	351
5582	4000
5582	998
5582	1398
5582	3326
5582	1915
5582	3320
5582	3559
5582	5578
5582	6714
5582	1956
5582	4067
5582	5336
5582	1080
5582	821
5582	4689
5582	5582
5582	23586
5582	7412
1017	1457
1017	5966
1017	5705
1017	25
1017	22938
1017	112399
1017	7415
1017	71
1017	2624
1017	8517
1017	60
1017	5594
1017	5879
1017	3312
1017	3609
1017	4609
1017	207
1017	988
1017	5499
1017	7520
1017	7169
1017	7428
1017	10971
1017	5426
1017	811
1017	6118
1017	4000
1017	4176
1017	8349
1017	2017
1017	4171
1017	3725
1017	3326
1017	1915
1017	5371
1017	4860
1017	4738
1017	3320
1017	5591
1017	6667
1017	7175
1017	2923
1017	6714
1017	2023
1017	7094
1017	5422
1017	2033
1017	4067
1017	1994
1017	891
1017	3835
1017	25939
1017	103
1017	6502
1017	65061
1017	1017
1017	7334
1017	4914
1017	821
1017	1314
1017	9948
1017	58
1017	7174
1017	120892
1017	23524
1017	10095
1017	9343
987	2534
987	25
987	9531
987	7415
987	7430
987	3916
987	1493
987	4851
987	3191
987	4343
987	2335
987	1080
987	7706
10803	92579
4176	10482
4176	6047
4176	29979
4176	11277
4176	9531
4176	22938
4176	112399
4176	7316
4176	7314
4176	8517
4176	7189
4176	3312
4176	3609
4176	4609
4176	5499
4176	6613
4176	8452
4176	6789
4176	7341
4176	7428
4176	351
4176	4792
4176	4000
4176	4176
4176	3106
4176	4171
4176	4067
4176	5580
4176	5591
4176	3725
4176	2033
4176	3320
4176	4914
4176	1915
4176	27101
4176	919
4176	1080
4176	3326
4176	4738
4176	2335
4176	1956
4176	2017
4176	7412
4176	8350
4176	4790
4176	7706
4176	3843
4176	9343
4176	26260
4176	26270
4176	57217
4176	998
4598	10482
4598	25913
4598	4598
4598	11001
4598	2023
4598	4343
6786	6541
6786	2100
6786	6047
6786	112399
6786	84876
6786	6786
6786	3725
6786	7341
6786	2923
6786	821
6786	999
6786	4738
6786	9343
6786	26123
6786	3916
6786	4000
51095	7430
51095	3191
27040	6449
27040	390212
27040	917
27040	3932
27040	2885
27040	5335
27040	2534
27040	3702
27040	213
27040	7535
27040	7316
27040	867
27040	5336
27040	6452
27040	10488
27040	919
27040	7189
27040	5293
27040	5777
27040	1956
27040	4000
11001	10971
11001	811
11001	1915
11001	891
11001	3257
3609	2885
3609	329
3609	10482
3609	25
3609	22938
3609	71
3609	1915
3609	3191
3609	3326
3609	4343
3609	207
3609	1994
3609	103
3609	3843
3609	1314
3609	5610
3609	5591
3609	3725
3609	7341
3609	2033
3609	8452
3609	3320
3609	4914
3609	5499
3609	8349
3609	6118
3609	6613
3609	4738
3609	2335
3609	1956
3609	7428
3609	988
3609	7412
3609	8350
3609	7706
3609	10537
3609	23291
3609	23524
3609	9343
3609	4171
3609	3916
3609	6023
3609	26270
3609	4000
3932	945
3932	2885
3932	2534
3932	8878
3932	7186
3932	2100
3932	50619
3932	8517
3932	60
3932	5594
3932	356
3932	3312
3932	9021
3932	7917
3932	6452
3932	10971
3932	4792
3932	6774
3932	4067
3932	998
3932	2908
3932	4851
3932	7454
3932	4068
3932	6776
3932	1493
3932	3702
3932	2023
3932	1604
3932	5580
3932	5588
3932	811
3932	5335
3932	1432
3932	355
3932	5336
3932	7430
3932	5578
3932	1606
3932	3326
3932	3320
3932	919
3932	867
3932	3932
3932	7535
3932	5728
3932	5777
3932	695
3932	8651
3932	6714
3932	3717
3932	5590
4035	6047
4035	718
4035	714
4035	4153
4035	713
4035	712
4035	351
4035	811
4035	26270
4035	3320
4035	5578
4035	6714
4035	1956
4035	3191
4035	821
4035	4035
4035	348
4035	2220
1432	2885
1432	2534
1432	1457
1432	5970
1432	8878
1432	7189
1432	144100
1432	5594
1432	23118
1432	3312
1432	3561
1432	4609
1432	653361
1432	207
1432	6613
1432	4792
1432	6774
1432	841
1432	472
1432	4068
1432	1385
1432	5610
1432	3725
1432	1915
1432	8350
1432	5371
1432	213
1432	3320
1432	3551
1432	4790
1432	6667
1432	2908
1432	6714
1432	1956
1432	5581
1432	891
1432	1994
1432	1432
1432	7535
1432	6868
1432	867
1432	5580
1432	2033
1432	3654
1432	5340
1432	58
1432	9948
1432	3716
1432	3835
1432	9730
1432	7706
8915	387522
8915	8878
8915	329
8915	7186
8915	7316
8915	90268
8915	8517
8915	7189
8915	331
8915	23118
8915	9021
8915	207
8915	10892
8915	8915
8915	7132
8915	3551
8915	1147
8915	58484
8915	7334
8915	5588
8915	330
8915	79092
8915	841
8915	4792
8915	5590
8915	3654
8915	472
8915	7514
8915	29108
8915	4790
8915	1994
8915	55072
55139	2100
55139	112399
55139	7415
55139	351
55139	2017
55139	1398
55139	7514
55139	9343
5499	2885
5499	2100
5499	22938
5499	112399
5499	7415
5499	50943
5499	144100
5499	60
5499	5594
5499	3312
5499	714
5499	712
5499	4609
5499	207
5499	988
5499	58
5499	472
5499	5499
5499	5580
5499	999
5499	5591
5499	5610
5499	1385
5499	5728
5499	6714
5499	3725
5499	8452
5499	4914
5499	3551
5499	1398
5499	7412
5499	2335
5499	51547
5499	891
5499	7514
5499	1147
5499	5579
5499	7132
5499	6613
5499	120892
5499	6502
5499	8350
5499	7706
5499	64900
5499	3191
7187	7124
7187	80342
7187	5696
7187	329
7187	7186
7187	6047
7187	7185
7187	958
7187	7187
7187	8737
7187	58
7187	6714
7187	7316
7187	4791
7187	330
7187	939
7187	10758
7187	7341
7187	3551
7187	115650
7187	23495
7187	355
7187	7132
7187	340061
7187	6613
7187	8517
7187	1385
7187	23586
7187	10892
4738	8878
4738	6047
4738	5705
4738	112399
4738	7316
4738	7314
4738	8517
4738	7189
4738	331
4738	60
4738	5594
4738	3312
4738	8345
4738	6613
4738	8452
4738	7520
4738	7341
4738	7428
4738	10971
